"Present_Tmax"	"Present_Tmin"	"LDAPS_RHmin"	"LDAPS_RHmax"	"LDAPS_Tmax_lapse"	"LDAPS_Tmin_lapse"	"LDAPS_WS"	"LDAPS_LH"	"LDAPS_CC1"	"LDAPS_CC2"	"LDAPS_CC3"	"LDAPS_CC4"	"LDAPS_PPT1"	"LDAPS_PPT2"	"LDAPS_PPT3"	"LDAPS_PPT4"	"lat"	"lon"	"DEM"	"Slope"	"Solar.radiation"	"Next_Tmax"	"Next_Tmin"
30.8	22.9	64.40576172	90.97425079	27.54244583	22.96480134	NA	87.93994443	0.608516007	0.786750561	0.744027155	0.580589002	2.208438436	6.472261953	NA	NA	37.4967	126.927	30.968	NA	5852.552734	27.9	21.5
29.1	24.7	56.02332306	84.52194214	30.05397433	NA	8.200760404	NA	0.469723249	0.339942027	0.359143848	0.199160554	NA	0	NA	0	37.5776	127.058	NA	0.2661	NA	NA	26.4
NA	NA	77.4979248	94.47729492	NA	NA	NA	66.7728494	NA	0.512184186	0.248293355	0.191536814	1.254030863	0.134318856	0	0	37.5372	126.891	15.5876	0.1554	5200.321777	32.3	28
29.3	20.8	50.02148056	92.27848053	NA	21.90283346	7.29664278	NA	0.28976556	0.268206274	0.038916298	0.015500781	0	0	NA	NA	37.5507	NA	NA	NA	NA	31.3	20.5
NA	23.3	60.93259048	89.23773956	NA	24.51280497	9.482879221	98.30050425	0.474686681	0.163163093	0.238588323	0.226811453	0	0	NA	NA	37.4967	126.826	50.9312	0.4125	5690.475586	31.3	NA
32.6	23	NA	82.90285492	31.71044989	22.63702686	NA	73.53232149	0.047781921	0.025142046	NA	NA	0	0	NA	0	37.6046	127.032	44.7624	0.5141	5789.401367	NA	20.3
30.4	23.6	76.82709503	87.60327148	23.54890526	21.46348786	6.629431625	66.12611532	0.698366227	0.630008625	0.66559045	0.416622491	NA	NA	0.248546583	NA	NA	126.909	17.2956	0.2223	5838.980469	25.3	21.2
25.7	24.5	NA	95.85041046	27.38897308	23.39050765	NA	51.77706639	0.735397369	NA	0.12030553	0.261114097	2.118336002	NA	NA	0	37.5776	126.938	75.0924	1.7678	NA	28.4	22.3
33.3	NA	53.74327469	87.75757599	NA	26.43525062	NA	NA	0.214962558	NA	0.086889798	0.126628998	NA	0.317162558	0	0	37.5102	NA	21.9668	0.1332	NA	NA	26
28.4	21.7	47.59004593	88.39380646	33.14594343	24.05968547	5.842474888	64.54291562	0.514220349	0.322275379	NA	NA	0.004923479	0	0.528036671	0.003252492	37.4562	126.955	208.507	5.1782	5827.465332	NA	NA
NA	24	NA	90.84315491	28.83543322	21.87370395	6.635977397	82.09297736	NA	NA	NA	NA	0	NA	0	0	37.4832	NA	56.4448	1.2313	5719.58252	33.4	23.7
30.6	23.1	57.72486496	96.79276276	31.27961968	23.35579302	6.311878085	72.01314465	0.26068465	NA	NA	0.163543793	0.000214042	NA	NA	NA	37.645	NA	NA	2.5348	NA	31.2	NA
28	23	74.08740997	NA	NA	25.41625991	10.06909941	NA	0.6200955	0.751639871	0.634539054	0.551065225	NA	0.415024025	0	0.010879469	37.5507	127.04	26.298	0.5721	NA	26.7	NA
NA	22.2	72.03312683	NA	NA	22.94022904	7.700948099	25.72674886	0.123281836	NA	NA	0.456835834	0	0	NA	0	37.4697	126.91	52.518	1.5629	5771.041504	NA	NA
30.9	23.9	NA	92.13686371	NA	24.08558018	7.515972495	60.24200018	0.922980694	0.730834386	0.632060937	0.825183774	NA	3.200565249	0	NA	37.5372	127.085	NA	0.6233	NA	27.2	23.7
30.5	22.2	NA	NA	27.2481936	NA	6.960191061	42.03890646	0.17618197	0.517685176	0.668454804	NA	NA	0	0.004885776	0.055222667	37.4697	126.995	82.2912	NA	5613.794922	28.1	23
NA	21.5	51.62399673	NA	28.93891016	21.89594382	8.575314303	95.38562886	0.021920998	NA	0.482079491	0.308834051	0	0	0.018034163	0	37.6181	127.004	146.554	4.7296	5907.943359	29.2	NA
25.9	NA	NA	NA	27.24712511	NA	8.781628648	NA	0.620404849	NA	NA	0.459689668	0	0	0.046011277	0	37.5507	127.135	35.038	0.5055	5638.637207	26.1	NA
NA	22.2	50.55627441	89.59988403	32.01118612	24.47130774	6.907075783	NA	0.229626093	0.200808936	NA	NA	0	NA	0	NA	NA	NA	35.038	0.5055	5671.518555	30.8	24.4
31	21.8	50.50610733	NA	31.69374258	24.33510647	NA	25.01026225	0.273360862	NA	0.100413868	0.104577383	0	0	0	0	37.5507	126.937	30.0464	NA	5681.875	NA	NA
NA	22.8	83.06518555	95.19161224	27.25147429	24.68518852	8.841720184	31.81814116	0.917315443	0.760441327	0.818959059	NA	NA	NA	0.122976209	NA	NA	127.086	NA	0.1332	5736.805176	27.2	NA
NA	25.4	NA	86.91061401	32.71518763	NA	NA	32.44008114	0.109205618	0.165627262	NA	0.203758612	0	0	0	0	37.5776	127.083	59.8324	NA	5654.287598	32.9	NA
26.5	24	NA	87.13308716	31.80974707	24.76872523	7.845304852	NA	0.503097357	0.2207419	0.354410927	NA	0	0	0	0	NA	NA	59.8324	NA	5670.620117	NA	23.2
31.8	23.9	60.78632355	93.97163391	NA	26.89614515	NA	NA	0.335623892	0.339856117	0.113303968	0.008342056	0	0	NA	0	37.5507	127.135	35.038	0.5055	5233.574219	NA	27.2
32.1	26.9	52.78489304	89.84151459	31.4660504	26.34134134	6.064299464	153.0592678	NA	0.130404252	0.014542741	0	0	0	NA	0	37.5776	126.838	12.37	0.0985	NA	33.6	26.2
31.8	NA	NA	95.00748444	NA	NA	NA	87.61733953	0.175204559	NA	NA	0.155233221	NA	0	0.461680381	NA	NA	127.135	35.038	0.5055	5314.76709	29.9	24.1
24.7	21.5	48.33289337	95.06671143	NA	22.49306244	4.274612844	NA	0.731230649	NA	NA	0.477250516	6.69458204	NA	NA	NA	37.4967	NA	NA	0.618	NA	NA	18.8
NA	23.3	53.75738144	81.86645508	29.86730934	24.31923101	6.481333435	15.70907549	0.235326545	0.514314847	0.314486747	0.229213762	0	0	0.001671247	0	37.5237	126.97	19.5844	0.2713	5726.839355	32.5	24.2
32.2	NA	44.23336792	93.56912994	33.33956028	26.06634568	6.530147771	39.57338202	NA	0.267744195	0.047712501	0.013603713	NA	0	NA	0	37.5776	127.058	33.3068	0.2661	4902.631348	33.1	NA
32.5	25.7	NA	NA	31.92497368	27.49964112	6.197428157	27.59106298	0.123401463	0.184114516	0.214966675	0.040330259	NA	0	NA	NA	37.5507	NA	30.0464	NA	NA	32.9	25.1
NA	25.5	NA	91.40140533	29.30108226	25.58965771	7.605412344	51.74209507	NA	0.225935594	0.209601556	0.150945346	0	0	NA	NA	37.4562	NA	208.507	5.1782	5297.417969	29.4	24.9
29.4	25	78.11147308	NA	28.35208492	24.86793247	10.30403368	NA	NA	NA	0.606386744	NA	11.21714177	NA	0	2.044074337	37.4967	126.927	30.968	0.618	NA	NA	NA
NA	NA	78.08401489	93.02632141	27.79018944	24.73006436	10.282999	36.73366892	NA	NA	0.684057222	NA	0.007216777	NA	NA	0.022236289	37.6046	127.032	44.7624	NA	5819.559082	25.2	NA
NA	NA	88.33085632	NA	25.91928766	24.85331617	11.35911574	NA	0.765017233	0.902863036	NA	0.54234659	0.061199848	3.26926853	0	0	37.4967	NA	50.9312	NA	5622.824219	26.1	24.4
29.1	25.3	NA	94.67177582	28.349868	26.01857071	8.312208076	54.67962599	0.407574725	0.29619165	NA	0.253417922	0	NA	0	0	NA	126.826	50.9312	NA	5387.100098	33	25.7
29.4	19.5	NA	92.52099609	28.17551807	22.88558185	9.186913967	NA	0.232755262	0.499764412	0.468217352	0.764385443	0	0	0	0.044546987	37.4967	NA	50.9312	NA	5859.089355	27.4	22.4
31.9	NA	54.5970459	77.32152557	28.55498592	23.56041743	NA	NA	0.274136601	NA	NA	0.616812634	0	0	0	0.092273432	37.5507	126.988	NA	0.5931	5918.901367	30.9	NA
NA	NA	45.92856979	89.93386841	31.39989968	NA	6.738003671	14.5140601	NA	0.166049781	0.010142314	NA	0	0	0	NA	37.4967	126.927	30.968	0.618	5545.18457	31.3	23.6
30	24.7	52.38040161	79.43873596	29.17456757	23.93358126	6.344304562	44.64916905	NA	0.233032954	0.345192251	0.001839973	0	NA	0.006837183	0	37.5102	127.042	54.6384	0.1457	NA	31.3	22.9
NA	21.8	NA	91.52323151	31.32950577	NA	NA	NA	NA	0.044886968	0.001304134	0.002343161	0	0	NA	NA	37.4697	NA	82.2912	2.2579	4680.25	32.3	NA
NA	22.7	NA	88.06150055	29.30859867	23.03585361	8.288173715	58.03494408	0.177256178	0.144382392	NA	0.055556394	0	NA	0	0	37.6046	NA	44.7624	0.5141	5578.307617	NA	21.5
30	NA	54.27442551	85.60754395	28.54328237	NA	6.726908286	77.51853009	0.090107575	NA	0.259585675	0.124314949	0	NA	0	NA	37.4697	126.995	NA	2.2579	5712.382324	30.9	NA
NA	22.4	NA	98.13257599	30.37199548	NA	9.333546996	36.56416945	0.578000042	NA	0.07580399	NA	NA	0	0	0	37.5507	126.988	132.118	0.5931	NA	30.2	22.4
29.9	24.8	NA	85.77185822	32.72408277	25.22533292	NA	NA	0.095585244	0.160277255	0.127869636	0.203173463	NA	NA	0	0	37.5776	127.058	33.3068	0.2661	5661.220703	32.8	24.3
31.2	NA	38.16664886	NA	31.93880324	23.22411824	6.463737021	15.49721436	0.0049811	0.121548028	NA	0.308701723	0	NA	0	0	NA	127.058	33.3068	0.2661	5838.654297	NA	22.6
29.9	21.3	58.38978577	NA	NA	24.85555483	NA	43.96256906	0.239358143	0.779057272	0.659598438	0.221758778	0	NA	4.807028083	0	NA	126.938	NA	1.7678	4574.11377	26.5	23.4
NA	NA	60.70919037	97.7303772	NA	NA	NA	NA	0.544018303	0.285337403	0.090264447	0.050254885	3.502080097	NA	0	NA	NA	126.995	NA	2.2579	5470.84375	29.3	NA
NA	25.2	NA	NA	31.73526812	NA	8.389932881	24.50311991	0.102207076	NA	0.000395785	0.128578071	0	0	NA	NA	37.5237	126.97	NA	0.2713	5775.272461	34.2	NA
NA	23.7	NA	NA	30.45341166	24.47173955	NA	93.95804834	0.523783522	0.261898885	0.083503716	0.051905536	2.47206076	NA	0	NA	NA	NA	NA	1.2313	5483.366699	31.1	24.8
31	20.3	74.92247009	91.49338531	27.6521347	22.63835303	9.017100354	NA	NA	0.833774	0.649400143	0.150216691	0	0.130420005	4.446617285	NA	37.6181	127.099	NA	0.697	4539.616699	27.1	22.1
30.8	23.3	NA	NA	29.07725577	24.06689652	NA	NA	0.940373114	0.806156716	0.609998726	0.858590264	4.047560553	NA	NA	0.190364573	37.5776	127.058	NA	0.2661	5511.967773	26.4	23.2
33.2	24.7	NA	72.63441467	NA	27.55960728	NA	NA	NA	0.316195332	0.200184651	0.623519621	NA	0	0	0	37.4967	126.927	NA	0.618	4786.317871	33.3	26.1
29.4	NA	55.3162384	88.3417511	28.30127873	22.08338426	7.523840408	86.371924	0.770978287	NA	NA	0.043662483	NA	NA	0	0	NA	127.024	56.4448	NA	5759.541016	29.9	24
NA	NA	68.22118378	91.71962738	NA	NA	9.752848417	69.074464	NA	0.488153428	0.69527985	NA	NA	0.25272712	1.152319904	0	NA	127.024	56.4448	NA	4515.307129	NA	23.9
NA	25.2	47.85539246	91.40960693	33.77981532	27.01911057	NA	51.83355866	NA	NA	0.021011475	0.009842376	0	0	0	NA	37.4697	126.91	52.518	1.5629	NA	33.5	26.9
NA	23.3	NA	NA	27.05225482	21.36419853	12.74647226	92.37936604	0.950321509	0.458469364	0.065711132	0.268743363	NA	0.015712469	0	0	37.6046	126.991	212.335	2.785	5841.619141	23.1	21.2
31.3	NA	43.4512291	90.76728821	34.07638344	NA	8.853537957	51.6967357	NA	0.293611708	NA	0	9.569253392	NA	0	0	37.5237	NA	19.5844	0.2713	5177.867676	30.3	26.1
28.7	NA	79.79319	94.01912689	28.11969763	24.65485058	10.21196588	NA	0.825234673	0.90553745	0.58185939	NA	11.77846988	NA	NA	2.224976083	37.4697	126.91	52.518	1.5629	NA	30.4	NA
29.2	23.2	79.77306366	89.44097137	NA	NA	13.32955394	55.31068921	NA	NA	0.575491144	0.603971311	0.005700863	0.005381986	0.05957436	0.006144837	37.4967	126.826	50.9312	0.4125	NA	NA	24.4
31	NA	83.06123352	91.19226837	NA	20.83726316	6.897283912	NA	0.692977432	0.613279727	0.687550067	0.339166488	0.219422622	0.658276811	0.504361412	0	37.4967	126.826	NA	NA	5865.608398	NA	20.5
NA	23.1	64.74150085	NA	27.65093472	22.8512939	12.39907449	NA	0.604812905	0.841032642	0.773757719	0.575775379	1.631393143	8.088325985	NA	2.388285343	NA	126.937	30.0464	0.8552	5861.348633	27.1	20.7
27.9	24.9	82.52635193	NA	28.01681658	NA	9.39973555	49.22183808	NA	NA	0.601946975	0.725561229	7.587936443	20.15052048	0.116928756	2.018639743	NA	NA	44.7624	NA	5633.040527	29.8	NA
30.2	23.1	58.2477684	NA	NA	25.83550138	NA	9.470287179	0.201475996	0.389677483	0.201814371	0.387480768	0	NA	NA	0	37.5776	NA	33.3068	NA	5661.220703	NA	24.4
29.3	22.9	NA	87.69081879	28.46282557	25.16427773	10.37131371	31.78106185	0.728552916	0.775009132	0.688577762	0.578162734	0.018505917	0.227257056	NA	0.01459262	37.5237	126.97	19.5844	0.2713	5805.396484	27	23
32.3	NA	51.78258514	NA	31.99475463	27.07715104	9.514662902	28.21125356	NA	0.32208438	0.074886028	NA	0.255008002	NA	NA	NA	NA	126.927	30.968	0.618	4958.466797	32.2	26.8
26.4	24.3	72.16403198	95.32067108	NA	24.18188978	10.42565603	53.19114182	0.750383894	0.479353756	NA	0.557885289	0.02516968	NA	0	NA	37.4697	NA	82.2912	NA	NA	25.3	NA
29.7	NA	48.46476746	83.90776062	NA	24.90720748	NA	NA	0.2029097	0.157082203	NA	NA	NA	NA	NA	NA	37.5102	127.042	54.6384	0.1457	5428.76123	32.4	24.7
28.6	23	NA	89.65911865	28.57440746	25.26273077	NA	44.71893056	NA	0.749082704	NA	NA	NA	0.523548688	0	0.005530681	37.5372	127.085	NA	0.6233	5814.638184	NA	23.4
23.9	19.3	37.29366684	81.49153137	31.08312014	20.81470775	6.773969452	27.43329616	NA	0.208563956	NA	NA	NA	0	NA	0	37.5507	126.988	132.118	0.5931	5906.28125	32.1	20.2
32.3	NA	NA	NA	33.52456888	NA	NA	NA	NA	0.247735631	0.244498769	0.588090079	0	0	0	0.003596136	NA	NA	NA	2.2579	4754.415039	32.7	24.1
27.5	NA	51.86547852	85.74633789	30.94048575	24.58147564	9.120482365	23.0710931	0.494296968	NA	0.284985132	0.178394646	0	0	0	0.001792907	NA	NA	132.118	NA	NA	NA	NA
31.2	NA	62.36701584	95.23744965	30.86172165	26.15585967	NA	87.85745704	NA	0.460009687	0.261921801	0.453130474	0	NA	0.042358011	0.395522722	37.4697	NA	NA	2.2579	4896.68457	NA	26
29	25.6	57.89224243	85.23193359	NA	NA	8.191454887	38.76162418	0.457508584	0.350202749	0.354900686	NA	0.26184238	0	0.088211864	0	37.5776	127.083	59.8324	2.6865	NA	32.8	26.9
33.3	24	NA	NA	30.92875871	25.07757221	4.775342862	97.64745746	NA	0.132566174	0.24571623	0.025865283	0	0	0	0	37.6181	NA	53.4712	0.697	NA	33	22.7
27.9	23.7	57.23917007	99.16216278	NA	NA	NA	87.10598919	0.625855924	0.293770454	NA	0.090956803	0.003849172	0	0	NA	NA	127.022	45.716	2.5348	5261.443359	NA	NA
NA	21.6	83.43978119	95.00468445	22.97578169	21.05028846	NA	46.60915836	0.823470715	0.628938784	0.787511245	NA	1.207812387	0.081119568	NA	NA	NA	127.032	44.7624	0.5141	5858.019043	NA	20.3
27.7	24.2	57.95459366	93.34854126	31.10052311	NA	7.298551738	38.97590709	0.90672791	0.641792413	NA	0.422024874	1.974346148	0.001494407	0	0	37.5372	127.085	NA	0.6233	5795.268066	27	24.7
NA	23.4	NA	89.51998901	33.23879159	23.89561272	6.049826245	NA	0.17768588	0.098843798	NA	0.001736111	NA	0	0	0	37.5776	NA	33.3068	NA	NA	32.4	22.4
28	20.1	79.20082092	NA	26.55003855	NA	11.28437968	NA	NA	0.723160414	NA	0.559043404	0.050153402	NA	NA	0.001953125	37.4562	126.955	208.507	NA	5838.026855	25.4	23
33.4	23.4	NA	93.30905151	NA	21.73718648	5.678705116	NA	0.039341299	NA	NA	0.43119182	NA	0	0	0	37.645	127.022	NA	NA	NA	NA	NA
28.8	NA	65.83603668	NA	27.90330974	22.32372596	10.28892907	98.45515323	0.859044446	NA	0.067085225	0.295964872	4.082934424	0.00900438	0	0	37.4697	NA	82.2912	2.2579	5697.509766	26.3	NA
NA	23	52.22525406	NA	30.42137699	NA	6.19608137	NA	0.216937797	0.174504636	0.026984165	0.020431059	0	0	NA	0	NA	NA	52.518	1.5629	5547.546875	30.8	NA
28.9	22.5	83.11204529	95.43699646	NA	23.18682006	6.948648473	46.90371128	0.739343193	0.815780059	0.338687804	0.354197913	NA	6.112878144	NA	0.01172191	37.5776	126.938	75.0924	1.7678	5723.936035	30.6	NA
NA	23	39.58924103	88.56024933	31.03822384	24.71905368	5.677246561	92.88366048	0.250051952	0.069567351	0.002053271	0.002696592	0	0	0	0	37.5372	126.891	15.5876	0.1554	4710.883301	34.2	NA
NA	23.9	50.23119354	NA	NA	22.37820614	7.446949075	50.82783087	0.118890961	NA	0.316339985	0.139387339	0	0	NA	0	NA	127.042	54.6384	0.1457	5730.499023	31.2	23.7
26.3	NA	78.54997253	94.52037048	27.85051258	23.96721373	8.299083173	NA	0.533050035	NA	0.292785448	0.215133245	0.542286181	0	3.29e-05	NA	37.5507	NA	35.038	0.5055	5799.800781	27.6	NA
28.1	23.1	52.53314972	84.09481812	30.49973015	NA	4.346961632	NA	0.185066803	0.172937907	0.220129266	NA	0	0	0	NA	NA	126.955	208.507	5.1782	5405.70752	NA	22.7
27.3	NA	79.5439682	96.91957092	21.56091776	19.61218498	9.767486751	76.56831018	0.76699155	0.623944797	0.737301045	0.377346447	NA	0.188555601	0.537670639	0.010600343	NA	126.991	212.335	NA	5981.979492	21.6	18.4
28.3	NA	86.20897675	93.13532257	26.27920544	25.00782901	NA	NA	0.817106922	0.909177644	NA	0.587327677	0.050052126	3.314053103	0.03645898	0	37.5776	126.938	75.0924	NA	5641.482422	NA	24.4
NA	24.7	44.82091522	80.65769959	33.03973424	NA	4.921517879	17.78123585	0.251055432	0.202812794	0.169411954	NA	0	NA	NA	0	NA	126.97	NA	0.2713	NA	34.5	24.5
30.1	22.5	60.7186203	NA	30.26447244	NA	8.261649907	66.15098147	NA	0.156879231	NA	0.104673599	4.02e-05	0	0	NA	NA	NA	NA	4.7296	5751.265137	30.3	23.9
31.2	NA	NA	93.33946991	NA	23.59162416	9.003086388	36.78096831	0.245950403	0.549527708	0.704033916	0.676166928	0	0	0.008046362	0.125111591	37.4967	126.826	50.9312	0.4125	5640.645996	NA	24.2
NA	23.4	28.21542358	NA	NA	24.36906297	7.444897403	NA	0.676568485	0.102734285	NA	NA	0.847094552	0	NA	0	37.4697	126.995	82.2912	2.2579	5788.630371	32.9	23.6
32	20	32.30619431	74.66795349	NA	NA	NA	73.79942823	0.014708517	0.008455379	0.013136423	NA	0	NA	0	0	37.4562	126.955	NA	5.1782	NA	NA	NA
29.7	21.8	NA	NA	32.96608511	24.67567326	7.613359729	12.38594893	0.239150053	0.191919719	0.095679767	0.063725637	NA	0	0	NA	NA	NA	26.298	NA	5673.222656	30.1	24.7
29.3	NA	58.16307068	NA	30.5429639	25.35201247	8.804804345	72.33542113	0.496494883	0.18574954	0.277090316	0.218851268	0	0	0	0.000162884	37.5372	NA	15.5876	0.1554	NA	31.7	NA
NA	21.7	45.88314438	88.12202454	30.48826021	21.02173542	5.839104801	86.06243324	0.036559085	0.049894078	0.032322977	0.152117664	NA	NA	NA	NA	37.5372	126.891	NA	0.1554	5851.387695	31.4	22.6
NA	NA	NA	95.87413788	32.06673004	24.34546141	5.61860322	112.1124385	NA	0.379415602	NA	NA	NA	0	0	0	37.5507	127.135	35.038	0.5055	5261.231445	NA	23.7
NA	25.3	NA	NA	NA	25.2252665	6.607981841	70.44314034	NA	NA	0.137331301	0.025998379	0	0	NA	NA	37.6181	127.004	146.554	4.7296	5153.638672	33.2	24.7
26.6	24.1	NA	NA	31.67459895	24.68869111	7.89140903	NA	NA	0.220078468	0.311619928	NA	NA	0	0	0	37.5372	127.085	28.7	0.6233	5678.985352	31.5	23.1
NA	NA	53.40615463	NA	NA	NA	7.679524322	NA	0.247672286	0.19937911	0.032266195	0.109437552	0	0	0	0	NA	127.086	21.9668	NA	5560.20166	31.7	23
25.2	23	NA	96.39491272	29.02278412	22.86865643	NA	62.10914661	NA	0.507403914	0.267785898	0.320791047	1.883176911	NA	0	0	37.4562	126.955	208.507	5.1782	5750.477539	NA	NA
26.1	24.6	NA	NA	25.46598027	22.96648821	8.662962725	47.207407	NA	0.827342101	0.958504736	0.89371467	0.038703456	2.223736087	NA	0.891996523	37.5102	127.042	NA	0.1457	5781.818359	NA	23.7
NA	NA	NA	93.85479736	27.97064049	24.91009384	9.329822441	13.59401814	0.832814598	0.580994185	0.778272445	0.723295169	0.036880733	0.021012866	0.00163043	0	37.5507	127.04	NA	0.5721	NA	25.5	NA
NA	22.9	55.19901276	94.65725708	29.75981596	NA	6.88674442	NA	0.173128591	0.172761393	0.090426935	0.203535561	0.001953125	0	0	0	37.4562	NA	208.507	5.1782	NA	31.4	NA
31.2	21.9	41.29874802	87.3846817	31.74414573	23.67887665	NA	59.47040201	0.052240368	0.068072801	NA	0.251093967	0	0	0	0	37.6046	127.032	44.7624	0.5141	NA	32	21.6
NA	NA	84.39494324	93.85165405	26.81284265	24.96762555	NA	42.41667418	NA	NA	NA	NA	NA	0.412244725	NA	0	NA	126.97	19.5844	0.2713	5739.846191	25.9	23.5
33.6	27	53.32495499	88.91109467	31.47337259	26.4070808	7.66443645	NA	NA	NA	0.041847369	0.018555446	0.024088738	0	0	0	37.4832	NA	56.4448	NA	4953.190918	33.9	27.1
26.9	23.7	NA	94.07550812	27.98255301	23.67825628	7.906893909	53.46193484	NA	NA	0.24839307	NA	NA	NA	0	0	37.4832	127.024	56.4448	NA	NA	NA	24
28.8	24.1	67.60480499	NA	NA	22.96507283	NA	78.48933919	0.277912721	NA	0.068783978	NA	0	NA	0	0	37.5372	126.891	15.5876	NA	5559.503418	31.4	23.2
26.8	23.5	NA	98.43146515	30.58680422	NA	NA	87.99146171	0.484011029	0.179118724	NA	0.092840002	5.906641761	0.000656397	0	NA	37.645	127.022	45.716	2.5348	5482.38916	NA	NA
25.2	21.9	NA	NA	26.33057552	24.65800091	8.96718508	43.05820521	NA	NA	NA	0.67245241	6.860663163	0.459195043	0.504988201	0	37.5507	126.937	30.0464	NA	5752.317383	25.3	NA
NA	24.7	NA	89.33840179	30.01637083	25.57036791	5.31482784	29.84158758	NA	0.791842623	NA	0.244997744	0	NA	NA	0	NA	127.058	33.3068	0.2661	NA	29.3	24.6
28.3	NA	NA	97.64279175	25.27671609	21.14256154	15.60804504	NA	0.615612061	0.843198535	0.81045519	NA	0.804222465	9.933111086	NA	0.848081543	37.6046	126.991	212.335	2.785	5987.71875	24.8	18.7
NA	25.1	80.49102783	94.5697403	27.5912241	24.5253787	NA	NA	0.83237193	0.912115163	NA	0.714046868	NA	14.68257538	NA	0.546126445	37.5776	126.938	NA	1.7678	5659.175293	30	23.7
34.7	27.5	80.74968719	NA	29.98943788	27.7533138	NA	NA	0.346535984	0.544413093	NA	0.106844409	NA	0	NA	0	37.4832	127.024	NA	1.2313	5202.184082	NA	27.2
30.5	21.9	54.83684921	83.66609192	NA	23.24635739	6.796956529	30.69322193	0.341646271	0.278841181	NA	0.641613122	0	0	NA	NA	37.4697	126.91	52.518	1.5629	NA	30.3	NA
31.2	22.9	59.97941208	90.97035217	33.04865135	NA	NA	NA	0.323777583	0.338074917	0.129184253	0.019029952	NA	0.001730495	0	0	37.6181	127.099	NA	0.697	5247.696289	NA	25.3
33.3	NA	33.35720444	NA	NA	23.66842514	8.974366397	16.49798542	0.064887154	0.072175114	0	NA	NA	NA	0	0	37.5507	127.04	26.298	NA	5779.554199	33	23
33.6	NA	NA	92.54598999	NA	23.02327311	5.892796894	101.8616392	0.217831309	NA	0.17180841	0.179553549	0	NA	0.025235189	0	37.5507	127.135	35.038	0.5055	5809.353027	29.8	NA
NA	21.1	NA	NA	22.99917424	20.97983042	6.159697428	55.40063008	NA	0.600504713	NA	0.517037876	1.735025043	NA	0.164391081	NA	37.6181	127.099	53.4712	0.697	5861.010254	24.4	20.5
30.5	NA	57.6659317	93.08861542	NA	24.35583866	NA	NA	NA	0.328777889	NA	0.603597088	NA	0	0.008645129	NA	37.5507	127.135	35.038	NA	NA	30.1	23.5
29.7	22.8	NA	93.8921814	NA	21.33670488	5.174024478	69.66483825	0.090663589	0.176426904	0.247876868	0.000392154	0	0	2.614118099	0	37.645	127.022	45.716	2.5348	4565.983887	31.3	22.8
29.9	NA	NA	78.96939087	NA	21.95631107	NA	NA	0.028016438	NA	NA	NA	NA	0	0	0	37.5507	NA	132.118	NA	5924.328613	32	20.3
32.7	23.5	42.81380081	78.27729034	NA	24.89517674	6.159227431	59.23737605	NA	0.338790556	NA	0.149050257	0	0	NA	0	37.5372	127.085	28.7	0.6233	4839.843262	33.5	24.5
31.8	NA	NA	NA	32.33927346	NA	7.47386384	NA	0.049835185	0.167508407	NA	0.095952873	0	0	0	NA	NA	127.04	26.298	NA	5640.659668	31.3	24.8
31.9	26	59.74467468	88.69577789	31.66512797	25.518303	7.28572464	NA	0.519193781	0.403703624	NA	0.154826476	0.060346201	NA	0	0	37.5776	126.938	75.0924	NA	5382.394043	31.3	25.3
NA	24.2	39.28247833	NA	32.12360383	24.48136369	6.016357094	34.48897006	NA	NA	0.192161685	NA	0	0	0	0	37.5776	127.083	NA	2.6865	NA	32.4	NA
NA	NA	53.06941986	85.83052063	34.20211784	28.16300689	NA	11.83508974	0.329825314	0.311603519	0.100963264	NA	0	0	0	NA	NA	127.04	NA	0.5721	5239.072266	NA	26.9
NA	20.9	60.74808884	95.29280853	27.00783075	23.26748115	11.54407589	54.88321273	0.275731584	0.512069411	0.736817547	NA	0	0.182524698	1.425600326	0	37.4562	NA	208.507	5.1782	4454.895508	NA	22.8
27.6	23.3	NA	94.7959671	28.57898431	23.5741005	10.17681142	NA	NA	NA	0.12994028	0.327522783	4.798160603	NA	0	0	NA	126.988	132.118	0.5931	NA	25.2	19.9
30.5	NA	52.98623657	80.88835907	NA	23.6079118	NA	89.22194068	0.089821676	0.065325945	0.289213602	0.33490364	NA	NA	0	NA	37.4697	126.995	82.2912	2.2579	5514.975098	29.7	20.5
31.3	23	NA	90.81320953	30.22049524	23.87914637	6.746961047	46.55548143	0.050469981	0.070410264	0.675542995	NA	0	0	NA	NA	NA	127.083	59.8324	2.6865	5819.253906	29.2	23.1
26.8	NA	60.75830841	95.49278259	29.98464983	24.13948505	NA	29.13521558	0.912381659	NA	NA	NA	NA	0	NA	0	37.4967	126.927	30.968	0.618	5788.166992	26.5	24.3
NA	20.6	54.94609833	89.80886078	28.78274749	23.25094051	6.345675359	36.07959505	NA	0.525466151	0.193940659	0.223422918	0	0.216630898	NA	0	37.5507	126.988	132.118	0.5931	5873.924316	29.5	NA
26.7	NA	63.42303848	95.40094757	27.83130623	NA	12.3697775	58.23187673	0.656255612	NA	0.116638905	NA	2.144832469	0.322416087	0	0	37.4697	126.91	NA	NA	5586.337402	NA	23.2
31.3	20.6	NA	NA	29.36777441	23.49094737	6.312948873	97.75798464	NA	NA	NA	0.622793556	NA	0	NA	NA	37.5507	127.135	NA	NA	5854.146973	30.3	21.9
